id,question/stem,question/choices/0/text,question/choices/0/label,question/choices/1/text,question/choices/1/label,question/choices/2/text,question/choices/2/label,question/choices/3/text,question/choices/3/label,answerKey
Mercury_7026425,Which of the following involves a learned behavior?,laying eggs to reproduce,A,"having hollow, light-weight bones",B,avoiding insects that taste bad,C,having white feathers on the throat,D,C
MCAS_2006_9_13-v1,Which of the following colors of visible light has the longest wavelength?,red,A,blue,B,green,C,orange,D,A
Mercury_SC_402084,Which is an example of a form of electrical energy?,lightning,A,windmill,B,radio waves,C,sound waves,D,A
Mercury_405595,Which of the following lists units of length from smallest to largest?,"light-year, astronomical unit, kilometer, angstrom",A,"angstrom, kilometer, astronomical unit, light-year",B,"astronomical unit, angstrom, kilometer, light-year",C,"kilometer, angstrom, light-year, astronomical unit",D,B
MDSA_2013_8_2,Each layer of Earth has different properties. Which statement best describes the mantle of Earth?,The mantle lies below the core.,A,The mantle is composed of hot gases.,B,The mantle lies between the core and the crust.,C,The mantle temperature is lower than the crust temperature.,D,C
Mercury_7213868,Which of these is the best example of sexual reproduction?,binary fission,A,budding,B,fusing gametes,C,fragmentation,D,C
Mercury_416375,Which of these events during a storm at sea can add oxygen from the atmosphere to ocean water?,high winds,A,lightning,B,pressure change,C,temperature change,D,A
VASoL_2011_5_34,Which layer of Earth is the thinnest?,Inner core,A,Crust,B,Outer core,C,Mantle,D,B
Mercury_411731,"Based on the Periodic Table of the Elements, which of these elements has properties most similar to calcium (Ca)?",carbon [C],A,barium [Ba],B,sodium [Na],C,manganese [Mn],D,B
TAKS_2009_8_24,"As a river enters a larger body of water, sediments are deposited over a wide area. Which of these landforms is likely to be formed at the site of deposition?",Cave,A,Mountain,B,Delta,C,Valley,D,C
Mercury_7018060,Which of these is a chemical property of a material?,density,A,flammability,B,color,C,brittleness,D,B
Mercury_SC_402044,About how long is a lunar cycle?,1 day,A,1 week,B,28 days,C,52 weeks,D,C
Mercury_178938,"Of the following types of cells, which has the highest concentration of mitochondria?",bone,A,muscle,B,nerve,C,skin,D,B
Mercury_SC_416166,What helps skin feel heat and pressure?,muscle cells,A,blood cells,B,nerve cells,C,bone cells,D,C
FCAT_2008_5_7,Erosion and weathering can both cause changes to the surface of Earth. Which of the following happens only because of erosion and NOT because of weathering?,Rocks form deep underground.,A,Rocks become smooth and round.,B,Rocks are broken apart into small pieces.,C,Rocks are moved from one place to another.,D,D
ACTAAP_2013_7_15,Which is an advantage of sexual reproduction in the survival of a population?,prevents mutation,A,maintains genetic diversity,B,reduces the number of genes,C,creates competition between siblings,D,B
MCAS_8_2015_14,"A species of moth in England has both a light-colored form and a dark-colored form. In the mid-1800s, the percentage of dark-colored moths increased in areas where black soot from factories covered the trees. The soot in these areas has decreased in more recent times as a result of pollution laws. Which of the following statements describes what has most likely happened to the moth populations in these areas?",The moth populations went extinct.,A,The moth populations migrated south.,B,The percentage of light-colored moths in the populations decreased.,C,The percentage of dark-colored moths in the populations decreased.,D,D
MCAS_2004_5_32,Energy appears in many forms. What form of energy is lightning?,electrical energy,A,mechanical energy,B,magnetic energy,C,sound energy,D,A
Mercury_SC_401214,People take in and release gases from the air when they breathe. Which exhaled gas is a waste product of respiration?,oxygen,A,helium,B,hydrogen,C,carbon dioxide,D,D
Mercury_7074953,A unicellular organism is best described as being,a complex organism.,A,a microorganism.,B,an organism with specialized cells.,C,an organism with different types of tissues.,D,B
MCAS_2008_5_5632,Which of the following best describes how plants use the energy they receive from sunlight?,They change water into heat.,A,They produce their own food.,B,They make minerals for their roots.,C,They break down nutrients into rocks.,D,B
Mercury_400556,"What can be inferred from a food product advertisement that claims ""30% less fat than our leading competitors""?",It is a sugar-free product.,A,It will help a person lose weight.,B,It is the healthiest choice available.,C,The fat content of the item is reduced.,D,D
NAEP_2009_4_S11+1,Which material is the best conductor of electricity?,Wood,A,Metal,B,Stone,C,Plastic,D,B
CSZ30263,"A ball is dropped from the top of a tall building. As the ball falls, the upward force of air resistance becomes equal to the downward pull of gravity. When these two forces become equal in magnitude, the ball will",flatten due to the forces.,A,fall at a constant speed.,B,continue to speed up.,C,slow to a stop.,D,B
MEA_2014_8_2,Which statement describes an interaction between the hydrosphere and the atmosphere?,Flowing water carves through rock to form a canyon.,A,Lava from an underwater volcano cools to form a mountain.,B,Ashes rise from a volcanic eruption to block sunlight.,C,Water vapor rises from the ocean to form clouds.,D,D
Mercury_179200,"Often organisms seem similar in their outward appearances. For example, a porpoise and a shark seem closely related, but they are not. Such similarity is the result of",convergent evolution.,A,adaptive radiation.,B,artificial selection.,C,genetic equilibrium.,D,A
Mercury_SC_407706,A group of frogs live together near a small pond. The frogs compete with each other most for which resource?,air,A,insects,B,plants,C,sunlight,D,B
Mercury_7090755,Which process converts organic nitrogen into an inorganic form that can be used by plants?,decomposition,A,sedimentation,B,absorption,C,radiation,D,A
Mercury_406811,"In animals, female traits are passed down to offspring from",sperm.,A,seeds.,B,pollen.,C,eggs.,D,D
Mercury_7082670,The visible light spectrum can be subdivided according to,the types of waves.,A,the sizes of particles.,B,a range of colors.,C,a type of energy.,D,C
Mercury_7124320,Three scientists conducted the same experiment to analyze the effectiveness of a cleaning agent on household bacteria. What is the main advantage of having the experiment repeated?,More bacteria will be destroyed.,A,The results will be more reliable.,B,A scientific journal will publish their work.,C,The conclusion will lead to new discoveries.,D,B
Mercury_SC_409251,"Today, almost all cars have seat belts. How does improving the design of seat belts help people the most?",It decreases the cost of cars.,A,It increases the speed at which cars can travel.,B,It decreases injuries to passengers in cars.,C,It increases the comfort of passengers in cars.,D,C
MEA_2014_5_15,Which type of organism is made of one cell?,trees,A,bacteria,B,fern,C,fish,D,B
WASL_2003_5_8,"At camp, Raj sees a lightning storm. He sees the lightning before he hears the thunder. What does this show?",Light moves faster than sound,A,Light moves slower than sound,B,Light and sound move at the same speed,C,,,A
Mercury_7106610,What advantage do the offspring of a dandelion have by reproducing asexually?,Reproduction occurs rapidly.,A,Reproductive competition is increased.,B,Mating compatibility improves.,C,Diversity increases between generations.,D,A
MCAS_2010_8_12012,Which of the following statements best describes a result of using interchangeable parts to manufacture automobiles?,The automobiles are identical.,A,The automobiles wear out quickly.,B,The automobiles are difficult to design.,C,The automobiles can be produced on an assembly line.,D,D
MCAS_2010_8_12019,A stone arch bridge relies primarily on which of the following for its load strength?,bending,A,compression,B,tension,C,torsion,D,B
Mercury_7159425,"After a storm, a hospital may have to rely on backup generators to power some equipment. Which is the energy conversion provided by the generators?",mechanical energy to electrical energy,A,thermal energy to mechanical energy,B,nuclear energy to mechanical energy,C,thermal energy to electrical energy,D,A
Mercury_192343,Many flowers attract bees. Bees consume nectar from the flower for energy. How does this interaction benefit the plant?,by increasing photosynthesis,A,by pollinating it,B,by limiting growth,C,by reducing competition,D,B
NYSEDREGENTS_2012_8_9,"In living things, traits are passed on from one generation to the next by the transfer of",blood,1,minerals,2,Calories,3,DNA,4,4
Mercury_SC_405783,Every organism in an ecosystem receives energy from another source. Which of these organisms receives its energy directly from the Sun?,deer,A,fungus,B,grass,C,hawk,D,C
ACTAAP_2013_7_1,Aristotle taught that a force was always required to keep an object moving. Which of the following states what Newton believed?,Aristotle was correct.,A,Aristotle was correct for objects on Earth but not in space.,B,An object will keep moving unless an unbalanced force stops it.,C,A moving object will eventually stop even though an unbalanced force keeps pushing on it.,D,C
MDSA_2008_8_13,The solar system containing Earth consists of a sun and planets. Which statement best describes the motion of the planets in our solar system?,The planets rotate around the sun.,A,The sun rotates around the planets.,B,The planets revolve around the sun.,C,The sun revolves around the planets.,D,C
MDSA_2011_5_35,Animal wastes contain bacteria that make organisms sick. These wastes are often washed into water supplies by storms. How might a pet owner prevent these bacteria from polluting water supplies?,Brush the pet daily to remove bacteria.,A,Feed pets food that produces less waste.,B,Bag the pet waste and throw it in the trash.,C,Wash the pet with shampoo to kill the bacteria.,D,C
MCAS_2005_8_17,Which of the following is performed by the quality control division of a company that is manufacturing a chair?,applying the varnish,A,assembling the parts,B,cutting the material,C,inspecting the finish,D,D
VASoL_2009_5_24,Which type of storm causes the most flooding in areas located near an ocean coastline?,Tornado,A,Hurricane,B,Blizzard,C,Freezing rain,D,B
LEAP_2008_4_10287,Anne and her father find a 30-million year-old tropical plant fossil in Louisiana. Which question does the fossil help them answer?,Were there mountains in Louisiana 30 million years ago?,A,What was the climate like in Louisiana 30 million years ago?,B,Were there earthquakes in Louisiana 30 million years ago?,C,What kind of animals lived in Louisiana 30 million years ago?,D,B
Mercury_192868,"In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this?",metamorphic,A,sedimentary,B,igneous,C,weathered,D,C
MCAS_2004_8_22,"The heath hen, an extinct small wild fowl, was a relative of the prairie chicken. Which of the following most likely caused extinction of the heath hen?",overhunting,A,stable climate,B,plentiful food supply,C,abundant nesting sites,D,A
Mercury_7013195,A stationary air mass over the Gulf of Mexico would typically be,warm and dry.,A,warm and humid.,B,cool and dry.,C,cool and humid.,D,B
MCAS_2010_5_14,Which of the following metals will be attracted to a magnet?,copper,A,gold,B,iron,C,silver,D,C
Mercury_7220343,A student wants to create a drawing of the water cycle. Which image can the student use to represent water cycling through the atmosphere?,a cloud,A,a stream,B,a frozen lake,C,a drop of dew,D,A
TIMSS_1995_8_K16,Which is made with the help of bacteria?,Yogurt,A,Cream,B,Soap,C,Cooking oil,D,A
Mercury_SC_408031,"Lamar learned that birds, mammals, and reptiles are all vertebrates. Which characteristic do all vertebrates share?",They all lay eggs.,A,They all have feathers.,B,They all have a backbone.,C,They are all warm-blooded.,D,C
Mercury_7015925,Which of these is most likely to create large areas of land subsidence?,eruptions of volcanoes,A,extraction of ground water,B,global warming,C,greenhouse effect,D,B
Mercury_7085873,Which of the following best describes two atoms of oxygen that are chemically bonded to each other?,molecule,A,compound,B,solution,C,mixture,D,A
Mercury_7217035,"If the climate in an area were to become much drier, which plant variation would be most advantageous to the survival of the species?",bigger branches,A,larger flowers,B,thicker leaves,C,longer stems,D,C
Mercury_7003728,Which form of energy is in firewood?,light,A,sound,B,kinetic,C,potential,D,D
TIMSS_2003_4_pg10,What covers most of the Earth's surface?,Water,A,Bare rock,B,Farm land,C,Cities and towns,D,A
Mercury_SC_401120,Which tool is best used to observe a soil sample?,camera,A,compass,B,hand lens,C,telescope,D,C
Mercury_407132,A student walks along a trail by a lake on a cool summer morning. Which statement is an observation the student could make?,Fog is rising from the lake.,A,The water is too cold for swimming.,B,The water is cold because it comes from melted snow.,C,The temperature of the air is rising because the Sun is out.,D,A
Mercury_7074988,Eating food that is undercooked can lead to a disease that affects the digestive system. Which body part is directly affected by the disease?,intestines,A,arteries,B,nerves,C,sinuses,D,A
Mercury_7227798,Which property supports the hypothesis that eukaryotic mitochondria were once prokaryotic organisms?,They lack genetic material.,A,They lack a mechanism of motility.,B,They lack internal membrane-bound organelles.,C,They lack a need for proteins in their life functions.,D,C
Mercury_SC_401827,Metals that easily transfer electricity are called,resistors.,A,magnets.,B,insulators.,C,conductors.,D,D
Mercury_SC_401403,Animals and plants need oxygen to live. Oxygen is released in photosynthesis. Which cycle includes photosynthesis?,the carbon cycle,A,the nitrogen cycle,B,the water cycle,C,the rock cycle,D,A
MDSA_2010_5_19,"The Statue of Liberty was built in France and then taken apart into 350 pieces for shipping. When the pieces arrived in New York, the statue was put together. Which statement describes the relationship between the mass of the 350 pieces and the mass of the whole statue?",The mass of the pieces is greater than the mass of the statue.,A,The mass of the pieces is the same as the mass of the statue.,B,The mass of the statue is greater than the mass of the pieces.,C,The mass of the statue is not related to the mass of the pieces.,D,B
MEA_2014_5_12,Which statement describes the weather when water droplets in clouds become heavy and the temperature is 20Â°C (68Â°F)?,It is clear and breezy.,A,It is raining.,B,It is snowing.,C,It is sunny and clear.,D,B
MSA_2012_5_22,Scientists use different tools during their investigations. What tool does a scientist use to study cells?,a balance,A,a microscope,B,a centimeter ruler,C,a graduated cylinder,D,B
Mercury_SC_407577,Snowy owls live in very cold areas. Which adaptation is most likely a result of living in this type of environment?,sharp claws,A,curved beaks,B,"large, yellow eyes",C,"thick, white feathers",D,D
Mercury_401760,Sodium bicarbonate (NaHCO_{3}) will neutralize stomach acid (HCl) in a double replacement reaction as follows: NaHCO_{3} + HCl -> NaCl + CO_{2} + \Box What is the product necessary to make this reaction complete?,2HO,A,HO_{2},B,H_{2}O_{2},C,H_{2}O,D,D
NYSEDREGENTS_2015_8_33,Heat transfer by conduction occurs when molecules,flow as currents through liquids,1,form waves that travel through space,2,become less dense and rise,3,collide with other molecules,4,4
TIMSS_2007_8_pg34,The color of an object such as an apple is the same as the color the light waves,that travel through the object,A,that are absorbed by the object,B,that are reflected by the object,C,that travel around the object,D,C
Mercury_7090633,What causes the tectonic plates of Earth to continually move?,convection currents in the mantle,A,volcanic and seismic activity in the crust,B,strong winds and storms,C,rotation of the solid core,D,A
Mercury_404924,Which is the correct order in the process of sedimentary rock formation?,"compaction, erosion, cementation, deposition",A,"compaction, weathering, erosion, cementation",B,"weathering, deposition, cementation, burial",C,"weathering, erosion, deposition, compaction",D,D
Mercury_7218488,The discovery of tectonic plates and the cause of their movement is best described as a result of which scientific procedure?,direct observation of the important properties of the Earth system,A,controlled laboratory experimentation on a simulation of geological systems,B,methodical testing of a valid hypothesis statement,C,inquiry into the causes of observed geological phenomena,D,D
NYSEDREGENTS_2010_8_12,Cancer is most often the result of,abnormal cell division,1,natural selection,2,bacterial infection,3,biological adaptation,4,1
MDSA_2011_4_16,All organisms need food to survive. Which statement best describes the purpose of food for organisms?,Food provides skin color.,A,Food provides oxygen for life.,B,Food provides water for energy.,C,Food provides energy for growth.,D,D
VASoL_2008_3_33,Soil is important to a forest because the soil ___.,stores sunlight in the leaves,A,attracts insects that eat leaves,B,provides nutrients to the trees,C,warms the air around the trees,D,C
Mercury_7247853,How do muscles and bones work together to create body movement?,The muscles pull on the bones.,A,The muscles protect the bones.,B,Muscles grow at the same rate as bones.,C,Muscles send electrical impulses to bones.,D,A
Mercury_7094553,"Biologists moved a predator from sea level to a higher altitude, where they noticed that the predator became tired more quickly. If this predator had to live at a higher altitude, which adaptation would be necessary for it to survive?",increased digestion rate,A,growth of additional teeth,B,reduction of respiration rate,C,production of more red blood cells,D,D
Mercury_SC_415492,Ernie made a diagram to model Earth's orbit. What shape is most like what Ernie drew for the orbit?,square,A,oval,B,triangle,C,rectangle,D,B
Mercury_7135853,Classification of galaxies is based on which characteristic?,the color of the galaxy,A,the shape of the galaxy,B,how many stars make up the galaxy,C,how many planets make up the galaxy,D,B
Mercury_400363,Which physical characteristic of a puppy is most likely inherited from its parents?,coat color,A,desire to play fetch,B,body weight,C,ability to follow commands,D,A
NYSEDREGENTS_2008_8_10,A scientist crosses two different varieties of corn to produce a single variety that has traits from both parents. This technique is an example of,competition,1,natural selection,2,selective breeding,3,ecological succession,4,3
Mercury_SC_415584,A class measures the time it takes for two different trucks to drive across the parking lot. How can they tell which truck is faster?,The truck that starts moving first is faster.,A,The truck that takes less time is faster.,B,The truck that has bigger tires is faster.,C,The truck that takes more time is faster.,D,B
TIMSS_2003_4_pg12,The fossils of dinosaurs that lived millions of years ago can be found in,the water of oceans.,A,the ice on ponds.,B,the trunks of trees.,C,rocks in the ground.,D,D
AIMS_2008_4_18,Which of the following contains salt water?,oceans,A,raindrops,B,groundwater,C,polar icecaps,D,A
Mercury_7246960,"During digestion, fructose is produced by the breakdown of larger molecules. Which type of molecule could be broken down to increase the body's fructose levels?",proteins,A,vitamins,B,triglycerides,C,carbohydrates,D,D
Mercury_7217350,Which is the most important reason for scientists to publish their data and findings that result from a scientific investigation?,to become famous,A,to get paid for their research,B,to allow other scientists to try to replicate their results,C,to gain respect from their peers in the scientific community,D,C
Mercury_SC_402052,Which reflects light?,mirror,A,camera,B,telescope,C,eyeglasses,D,A
MCAS_2003_8_5,Which of the following is a necessary condition for a lunar eclipse to occur?,The Moon must be full.,A,The Moon must be waxing.,B,It must be the beginning of the month.,C,It must be winter in the Northern Hemisphere.,D,A
Mercury_7015733,The excessive use of nitrogen-based fertilizers causes runoff that increases the nitrogen content of lakes and bays. These nitrogen compounds directly affect the aquatic ecosystems by,interfering with the water cycle.,A,decreasing the predator population.,B,increasing the rate of algae growth.,C,causing aquatic animals to grow larger.,D,C
ACTAAP_2014_5_12,A blacksmith bends a metal rod into a round wheel. Which statement best describes the wheel?,The wheel weighs less than the rod.,A,The wheel weighs more than the rod.,B,The wheel is made of the same substance as the rod.,C,The wheel is made of a different substance than the rod.,D,C
Mercury_7214428,Which moon phase occurs approximately 14 days after a full moon?,waxing gibbous,A,waning crescent,B,first quarter,C,new moon,D,D
Mercury_405465,"After a person eats, the food is converted into energy by",muscles.,A,tissues.,B,bones.,C,cells.,D,D
Mercury_7101518,Which statement best describes the primary role of perspiration in humans?,Perspiration rids the body of excess water.,A,Perspiration eliminates bacteria from the skin.,B,Perspiration opens skin pores to absorb more oxygen.,C,Perspiration helps to maintain a stable body temperature.,D,D
NAEP_2005_8_S11+11,"A person produces two sound waves with a flute, one immediately after the other. Both sound waves have the same pitch, but the second one is louder. Which of the following properties is greater for the second sound wave?",Frequency,A,Amplitude,B,Wavelength,C,Speed in air,D,B
Mercury_7005058,Why is the light year often used to describe distances between objects in the universe?,because of the way planets reflect light,A,because of the great number of bright stars,B,because of the way objects rotate and revolve,C,because of the large distance between objects in space,D,D
Mercury_7058503,Which organisms break down dead matter and recycle nutrients back into the ecosystem?,grasses and trees,A,rabbits and deer,B,lions and alligators,C,mushrooms and bacteria,D,D
NYSEDREGENTS_2015_8_2,"A student viewing a cell with a microscope observes a cell wall, a cell membrane, and a nucleus. The presence of these structures indicates that the student is looking at a cell from a",rabbit,1,carrot,2,worm,3,fly,4,2
Mercury_407259,Which action results in a chemical change?,apples being cut into slices,A,wood burning in a fireplace,B,wet clothes drying on a clothesline,C,snow being shoveled off of a sidewalk,D,B
Mercury_7017798,What has occurred when bubbles form in a liquid that is being heated?,Oxygen is absorbed from the air.,A,Heat is radiating in the liquid.,B,The boiling point has been reached.,C,Molecular stability in the liquid is increasing.,D,C
Mercury_7124128,The breakfast that a student ate provided energy for bicycling later in the day. Which energy transformation most likely occurred?,radiant to nuclear,A,chemical to nuclear,B,radiant to mechanical,C,chemical to mechanical,D,D
Mercury_SC_402258,"In an experiment, water and salt are mixed together. What is the best way to separate the salt from the water?",filter the salt,A,freeze the mixture,B,evaporate the water,C,pour the water out of the container,D,C
TIMSS_2011_4_pg97,"A metal spoon and a wooden spoon are used to stir a pot of hot soup. After a few minutes, the metal spoon feels hotter than the wooden spoon. What explains this?",Metal is always hotter than wood.,A,Metal conducts heat better than wood.,B,Metal conducts electricity better than wood.,C,Metal heats up the water better than the wood.,D,B
Mercury_7162558,Materials made of the same substance will have characteristics in common. Which property is most likely to remain constant in different samples of the same material?,density,A,mass,B,shape,C,volume,D,A
Mercury_416414,Which is Earth's largest source of drinkable water?,lakes,A,rivers,B,oceans,C,aquifers,D,D
Mercury_SC_405081,Some classrooms have computers. The computer is most useful to the students because it helps them,play games.,A,watch movies.,B,listen to music.,C,find information.,D,D
VASoL_2008_3_20,Which of these is an example of something being recycled?,Taking glass bottles to a place that makes them into new bottles,A,Using the same foil to cover food several times,B,Wrapping glasses with newspaper to put them in a moving box,C,Carrying lunch to school every day in the same plastic bag,D,A
Mercury_177345,Which of the following is an example of a compound?,copper,A,iron,B,carbon,C,water,D,D
Mercury_SC_408033,One rabbit runs faster than other rabbits in its population. How will the ability to run fast most likely benefit the rabbit?,by keeping the rabbit warmer in the winter,A,by helping the rabbit blend with its environment,B,by allowing the rabbit to find more sources of food,C,by making it easier for the rabbit to escape from predators,D,D
TIMSS_1995_8_I10,What is the BEST reason for including fruits and leafy vegetables in a healthy diet?,They have a high water content.,A,They are the best source of protein.,B,They are rich in minerals and vitamins.,C,They are the best source of carbohydrates.,D,C
Mercury_415085,"In one day, a family in a car rode for 2 hours, stopped for 3 hours, and then rode for another 5 hours. During the day, the family traveled a total distance of 400 kilometers. What was their average speed for the whole trip?",10 km/h,A,20 km/h,B,40 km/h,C,50 km/h,D,C
Mercury_416550,"A Raleigh man turned on his kitchen faucet and filled a glass with water. When he looked at the water, he thought that it might not be safe to drink, so he called the water company to find out. What factor did the man use to evaluate the safety of the water?",pH,A,turbidity,B,nitrate concentration,C,phosphate concentration,D,B
Mercury_7137043,Which of these is the main source of the electromagnetic energy we use?,battery,A,wind,B,sun,C,coal,D,C
Mercury_7216633,Which of the following is the starting point for a new scientific investigation?,identifying experimental variables,A,forming a question that is the basis of a hypothesis,B,conducting repeated trials and graphing the data,C,writing out a procedure and collecting the needed equipment,D,B
Mercury_SC_408620,All organisms depend on the transfer of energy to survive. Which best shows the energy transfer between animals in a shoreline ecosystem?,Fish -> Plants -> Birds,A,Plants -> Birds -> Fish,B,Plants -> Fish -> Birds,C,Fish -> Birds -> Plants,D,C
ACTAAP_2009_7_5,Which investigation might be used to demonstrate potential energy?,"Roll one ball toward another, and see what happens when they collide.",A,"Place a glass of water in the freezer, and see how long the water takes to become solid.",B,"Compress a spring by different amounts, and see how far it can launch a ball into the air.",C,Roll a ball from the top of an inclined plane and determine the amount of time it takes to get to the bottom.,D,C
Mercury_SC_406674,The fossil record shows that trees have changed throughout the years. Which of the following conclusions would be best supported by the fossil record?,The environment has changed.,A,Animals need leafy trees.,B,Rocks can destroy trees.,C,Trees give off oxygen.,D,A
Mercury_7099348,An agriculturalist predicts that the tomato harvest will be very good this year. Which has the greatest effect on the size of the tomato harvest?,the time of day the seeds are planted,A,the amount of fruit picked after dark,B,the type of soil in which the crops are grown,C,the number of times daily that the farmer observes the crop,D,C
Mercury_403937,A student investigates the effect of temperature on the distance a caterpillar travels in one minute. The student performs the investigation at four different times of day using one caterpillar. This experiment could be improved if the student,uses more than one caterpillar.,A,performs the investigation on a wet surface.,B,uses earthworms instead of caterpillars.,C,performs the investigation at the same time on four days.,D,A
NYSEDREGENTS_2012_8_26,A bright object with a long tail of glowing gases is in orbit around the Sun. This object is most likely,a planet,1,a star,2,an asteroid,3,a comet,4,4
MCAS_8_2015_17,"A hearing aid is a small device that contains an amplifier, a battery, a microphone, and a speaker. Which part of a hearing aid functions to detect sounds in the user's environment?",the amplifier,A,the battery,B,the microphone,C,the speaker,D,C
Mercury_7228393,"In an experiment studying phototropism, students grew bean plants in labeled cardboard milk cartons. Afterward, the plants and soil were properly discarded. Which instruction line BEST conserves the remaining resources?","recycle the markers, reuse the milk cartons",A,"reuse the markers, discard the milk cartons",B,"discard the markers, reuse the milk cartons",C,"reuse the markers, recycle the milk cartons",D,D
Mercury_415745,How are electromagnetic waves different from other waves?,They have very short wavelengths.,A,They transmit energy instead of matter.,B,They can travel through a vacuum and through matter.,C,They can change direction by reflection when they strike an object.,D,C
Mercury_SC_415338,The Sun releases light and heat energy that cause changes on Earth. How does the Sun's energy change water?,The energy makes liquid water freeze.,A,The energy makes water vapor from liquid water.,B,The energy makes clouds release rain.,C,The energy makes water collect into puddles.,D,B
Mercury_7108238,"In the 18th century, smallpox was a common and deadly disease. A country doctor, Edward Jenner, observed that patients working with cattle who contracted a mild disease called cowpox, never came down with the more serious smallpox. When Jenner obtained liquid from cowpox sores and injected it into healthy patients, they became immune to smallpox. What term best describes Jenner's treatment for smallpox?",vaccination,A,gene therapy,B,chemotherapy,C,genetic engineering,D,A
Mercury_177485,What is the name of a circuit in which the current splits at the junctions?,closed circuit,A,parallel circuit,B,series circuit,C,short circuit,D,B
Mercury_SC_405120,A coach is standing at the finish line of a race. He is holding a stopwatch. What is the coach most likely measuring with the stopwatch?,the time of day,A,the distance of the race,B,the time it took to run the race,C,the number of steps taken by the runners,D,C
MDSA_2009_8_25,A growing community relies on a nearby lake to provide fresh water for drinking and bathing. An increase in the use of fresh water will cause the lake to become,colder,A,deeper,B,larger,C,smaller,D,D
VASoL_2009_3_26,Which of these senses lets Dora know when a skunk has been close to her house?,Taste,A,Touch,B,Smell,C,Hearing,D,C
Mercury_7264180,"In 2001, NASA launched a probe to investigate very low-energy radiation emitted when the universe began. What part of the electromagnetic spectrum does this probe observe and record?",infrared,A,microwave,B,ultraviolet,C,visible,D,B
Mercury_7004183,What electrical charge does a proton have in an atom?,+2,A,+1,B,-1,C,-2,D,B
Mercury_SC_LBS10026,Work is a product of force and distance. Which of the following is an example of work?,sitting at a desk,A,pushing on a wall,B,riding a bike,C,reading a book,D,C
NYSEDREGENTS_2015_8_20,All of the different organisms interacting in a pond make up,a community,1,a population,2,the water cycle,3,the habitat,4,1
Mercury_407359,"If a lake is polluted, which organisms would most likely accumulate the highest concentration of contaminants?",bass,A,minnows,B,aquatic plants,C,fish-eating birds,D,D
AKDE&ED_2012_4_39,Sand is a type of soil that is made of very tiny pieces of material. Which process most likely forms sand?,the rotation of Earth,A,the growth of animals,B,the decay of large trees,C,the weathering of rocks,D,D
Mercury_7034790,What is needed to change ice into water?,air,A,energy,B,stirring,C,chemicals,D,B
Mercury_7194268,"Stars form from nebulae of dust and gases. Depending on its properties, a star may become a red, yellow, white, or blue star. Which property determines this star type?",age,A,location,B,mass,C,shape,D,C
VASoL_2008_3_21,Which of these is MOST likely made from only one material?,A pencil,A,A bicycle,B,A paper clip,C,A pair of shoes,D,C
MCAS_2010_5_11981,"Francis plugged a toaster into an electric outlet. He put a piece of bread in the toaster and turned the toaster on. While the toaster was on, it changed the electrical energy from the outlet into other forms of energy. Which form of energy toasted the bread?",chemical,A,heat,B,magnetic,C,sound,D,B
Mercury_SC_402241,A student measured liquid with a graduated cylinder. Which of the following units could be used to record the volume of the liquid?,pounds,A,meters,B,grams,C,milliliters,D,D
NYSEDREGENTS_2013_4_23,Which term is an example of a life process?,coloration,A,camouflage,B,migration,C,reproduction,D,D
CSZ40385,"A student divides several cubes into two groups, based on whether or not each cube can float in later. What property is the student using to classify the cubes?",weight,A,density,B,conductivity,C,mass,D,B
MDSA_2007_8_4,"Use The Periodic Table of the Elements and the information below to answer the question. Magnesium metal (Mg) is grayish-white in color and reacts actively with water. Fluorine (F2) is a greenish-yellow gas at room temperature and is a member of the halogen family. These two elements react to produce magnesium fluoride (MgF2), a chemical commonly used in making windows and lenses. According to the Periodic Table of the Elements, which element is most similar to magnesium (Mg)?",calcium (Ca),A,iodine (I),B,sodium (Na),C,sulfur (S),D,A
Mercury_405469,How do word processors on computers benefit most students?,It makes them understand how to write a good story.,A,It helps them gather historical information.,B,It exposes them to data that is hard to find.,C,It allows them to edit papers quickly.,D,D
Mercury_SC_402036,Students observed that a diamond was able to scratch a piece of talc. What does this observation best support?,Diamonds have sharp edges.,A,Talc is softer than diamonds.,B,Diamonds are very valuable.,C,Talc and diamonds are both minerals.,D,B
Mercury_7230423,Which was a main force driving extensive speciation when the environment became hospitable to life after the Permian mass extinction?,increase in available ecological niches,A,increase of atmospheric oxygen to present levels,B,increase in genetic diversity among surviving organisms,C,increase in interbreeding between organisms of different species,D,A
MCAS_2012_8_23649,Some types of bacteria can only live where oxygen is not present. These bacteria were well adapted to life on Earth over 2 billion years ago. Which of the following changes caused many of these bacteria to become extinct?,the slow movement of tectonic plates,A,the varying temperatures of each season,B,an increase in volcanic activity under the oceans,C,an increase in the number of photosynthetic organisms,D,D
Mercury_SC_416135,Which two are functions of flowers?,attract pollinators and make seeds,A,make seeds and store food,B,store food and take in water,C,take in water and attract pollinators,D,A
MEAP_2005_8_33,"When soil becomes saturated during rainfall, excess water begins to collect on the surface. Downslope movement of this excess water to rivers, lakes, and streams is called",runoff.,A,filtration.,B,groundwater.,C,condensation.,D,A
Mercury_415686,What type of energy is transmitted from the Sun to Earth through space?,heat energy,A,kinetic energy,B,electrical energy,C,electromagnetic energy,D,D
